Date;Open;High;Low;Close;Volume;Dividends;Stock Splits
2020-01-15;1872.25;1878.86;1855.09;1862.02;2896600;0;0
2020-01-16;1882.99;1885.59;1866.02;1877.94;2659500;0;0
2020-01-17;1885.89;1886.64;1857.25;1864.72;3997300;0;0
2020-01-21;1865.0;1894.27;1860.0;1892.0;3707800;0;0
2020-01-22;1896.09;1902.5;1883.34;1887.46;3216300;0;0
2020-01-23;1885.11;1889.98;1872.76;1884.58;2484600;0;0
2020-01-24;1891.37;1894.99;1847.44;1861.64;3766200;0;0
2020-01-27;1820.0;1841.0;1815.34;1828.34;3528500;0;0
2020-01-28;1840.5;1858.11;1830.02;1853.25;2808000;0;0
2020-01-29;1864.0;1874.75;1855.02;1858.0;2088000;0;0
2020-01-30;1858.0;1872.87;1850.61;1870.68;6327400;0;0
2020-01-31;2051.47;2055.72;2002.27;2008.72;15567300;0;0
2020-02-03;2010.6;2048.5;2000.25;2004.2;5899100;0;0
2020-02-04;2029.88;2059.8;2015.37;2049.67;5289300;0;0
2020-02-05;2071.02;2071.02;2032.0;2039.87;4376200;0;0
2020-02-06;2041.02;2056.3;2024.8;2050.23;3183000;0;0
2020-02-07;2041.99;2098.53;2038.1;2079.28;5095300;0;0
2020-02-10;2085.01;2135.6;2084.96;2133.91;5056200;0;0
2020-02-11;2150.9;2185.95;2136.0;2150.8;5746000;0;0
2020-02-12;2163.2;2180.25;2155.29;2160.0;3334300;0;0
2020-02-13;2144.99;2170.28;2142.0;2149.87;3031800;0;0
2020-02-14;2155.68;2159.04;2125.89;2134.87;2606200;0;0
2020-02-18;2125.02;2166.07;2124.11;2155.67;2945600;0;0
2020-02-19;2167.8;2185.1;2161.12;2170.22;2561200;0;0
2020-02-20;2173.07;2176.79;2127.45;2153.1;3131300;0;0
2020-02-21;2142.15;2144.55;2088.0;2095.97;4646300;0;0
2020-02-24;2003.18;2039.3;1987.97;2009.29;6547000;0;0
2020-02-25;2026.42;2034.6;1958.42;1972.74;6219100;0;0
2020-02-26;1970.28;2014.67;1960.45;1979.59;5224600;0;0
