Date;Open;High;Low;Close;Volume;Dividends;Stock Splits
2019-12-27;57.98;58.16;57.78;57.91;2847800;0.0;0
2019-12-30;58.11;58.14;57.08;57.31;3519900;0.0;0
2019-12-31;57.14;57.58;56.92;57.55;2950200;0.0;0
2020-01-02;59.04;59.55;59.04;59.48;8432600;0.0;0
2020-01-03;58.42;58.43;57.49;57.51;10546400;0.0;0
2020-01-06;57.06;57.15;56.59;56.85;8897200;0.0;0
2020-01-07;56.91;58.05;56.21;57.77;7444300;0.0;0
2020-01-08;57.64;58.43;57.56;58.2;5381500;0.0;0
2020-01-09;59.13;59.15;58.15;58.67;5112700;0.0;0
2020-01-10;59.14;59.14;58.22;58.31;4807700;0.0;0
2020-01-13;59.58;59.59;58.89;59.5;6613700;0.0;0
2020-01-14;59.59;60.07;59.36;59.75;6715200;0.0;0
2020-01-15;59.11;59.14;57.71;57.84;10075100;0.0;0
2020-01-16;58.64;59.13;57.75;58.2;11215700;0.0;0
2020-01-17;58.09;58.2;57.46;58.03;8125700;0.0;0
2020-01-21;57.44;58.45;56.93;57.69;9873700;0.0;0
2020-01-22;58.35;58.39;57.77;57.8;8124500;0.0;0
2020-01-23;57.32;57.52;56.09;56.94;9999200;0.0;0
2020-01-24;57.54;57.59;56.92;57.19;10402200;0.0;0
2020-01-27;55.1;55.46;54.54;54.74;9675500;0.0;0
2020-01-28;55.21;56.58;54.96;56.55;8124400;0.0;0
2020-01-29;56.98;56.98;56.32;56.65;7693400;0.0;0
2020-01-30;54.56;55.51;54.54;55.28;10295700;0.0;0
2020-01-31;54.91;54.96;53.1;53.43;13467200;0.0;0
2020-02-03;53.84;54.42;53.63;54.26;9596000;0.0;0
2020-02-04;56.39;57.1;56.37;56.98;12746600;0.0;0
2020-02-05;57.55;57.6;56.63;57.38;6594400;0.0;0
2020-02-06;57.72;57.73;56.74;57.47;4236300;0.0;0
2020-02-07;56.6;56.6;55.53;55.67;6808400;0.0;0
2020-02-10;55.91;56.51;55.81;56.48;4281200;0.0;0
2020-02-11;57.41;58.35;57.27;58.11;6523200;0.0;0
2020-02-12;58.69;59.19;58.35;59.07;5962900;0.0;0
2020-02-13;58.57;59.14;58.19;58.77;6460100;0.0;0
2020-02-14;58.47;58.61;57.33;57.64;6932400;0.0;0
2020-02-18;55.57;56.03;55.11;55.65;10989000;0.0;0
2020-02-19;56.71;57.4;56.46;57.1;7866300;0.0;0
2020-02-20;56.4;56.5;55.29;55.95;7192900;0.0;0
2020-02-21;56.12;56.12;55.0;55.07;6816600;0.0;0
2020-02-24;53.05;54.18;52.68;53.61;9968800;0.0;0
2020-02-25;54.81;54.95;53.32;53.35;12670700;0.0;0
2020-02-26;53.98;54.89;53.87;54.51;10969300;0.0;0
2020-02-27;53.69;54.09;52.77;52.79;11876800;0.0;0
2020-02-28;50.87;53.54;50.52;53.33;13607700;0.0;0
2020-03-02;53.86;55.48;53.32;55.45;13797700;0.0;0
2020-03-03;55.77;55.84;53.53;54.36;14661800;0.0;0
2020-03-04;55.44;56.55;55.03;56.54;9878200;0.0;0
2020-03-05;55.58;55.86;54.73;55.21;10004200;0.0;0
2020-03-06;54.09;54.56;53.46;54.55;12971200;0.0;0
2020-03-09;51.07;53.63;50.58;51.34;13781100;0.0;0
2020-03-10;53.21;54.11;52.0;54.0;11698700;0.0;0
2020-03-11;52.61;53.06;51.6;51.75;14498000;0.0;0
2020-03-12;49.19;50.51;48.05;48.23;15942200;0.0;0
2020-03-13;51.41;51.97;48.83;51.74;14948700;0.0;0
2020-03-16;45.9;47.9;44.48;44.48;16628200;0.0;0
2020-03-17;45.32;48.1;44.61;48.08;13415700;0.0;0
2020-03-18;43.39;45.66;42.85;43.95;15018500;0.0;0
2020-03-19;43.74;45.18;42.7;43.89;11182600;0.417;0
2020-03-20;48.02;48.28;44.48;44.53;14157700;0.0;0
2020-03-23;45.12;45.61;43.52;45.26;10508600;0.0;0
2020-03-24;48.0;48.92;47.5;48.87;12216200;0.0;0
2020-03-25;49.3;50.05;48.05;49.0;9796600;0.0;0
2020-03-26;49.1;50.46;48.92;49.87;10577500;0.0;0
2020-03-27;47.23;48.09;46.51;46.91;12158500;0.0;0
2020-03-30;47.18;48.16;46.77;47.82;8428300;0.0;0
2020-03-31;47.8;49.03;47.66;47.79;9595700;0.0;0
2020-04-01;46.83;47.56;46.3;46.51;8755200;0.0;0
2020-04-02;46.92;48.22;46.61;48.13;6174700;0.0;0
2020-04-03;47.79;48.15;46.78;47.06;5486200;0.0;0
2020-04-06;48.63;50.1;48.51;49.97;7370300;0.0;0
2020-04-07;51.29;51.32;49.66;49.72;6568700;0.0;0
2020-04-08;50.21;50.6;49.54;50.27;6325900;0.0;0
2020-04-09;50.28;50.66;47.72;48.33;12279600;0.0;0
2020-04-13;48.74;49.09;47.96;48.75;9873200;0.0;0
2020-04-14;50.0;51.27;49.95;50.63;11068800;0.0;0
2020-04-15;49.76;49.97;49.04;49.66;9398100;0.0;0
2020-04-16;51.81;53.14;51.68;52.4;18615900;0.0;0
2020-04-17;54.13;54.19;53.0;53.69;11288500;0.0;0
2020-04-20;53.0;53.82;52.56;52.59;9901700;0.0;0
2020-04-21;51.6;51.81;50.52;51.37;13102500;0.0;0
2020-04-22;52.48;53.11;52.41;52.95;8256000;0.0;0
2020-04-23;52.81;53.13;52.26;52.64;7619900;0.0;0
2020-04-24;52.6;52.89;52.0;52.73;5701800;0.0;0
2020-04-27;53.15;53.75;52.97;53.51;5812300;0.0;0
2020-04-28;53.51;53.73;52.68;52.76;8561100;0.0;0
2020-04-29;53.75;54.69;53.43;54.48;8565500;0.0;0
2020-04-30;54.2;54.41;52.96;53.13;6334300;0.0;0
2020-05-01;52.48;52.56;51.09;51.1;10238700;0.0;0
2020-05-04;51.79;52.18;51.28;52.15;7514000;0.0;0
2020-05-05;52.21;52.58;51.58;51.71;7780700;0.0;0
2020-05-06;52.11;52.62;52.0;52.13;8206700;0.0;0
2020-05-07;52.95;52.98;52.1;52.33;5493400;0.0;0
2020-05-08;52.62;53.34;52.47;52.91;6087900;0.0;0
2020-05-11;52.61;52.83;52.38;52.4;6459300;0.0;0
2020-05-12;52.64;52.64;51.08;51.1;8584500;0.0;0
2020-05-13;51.91;52.02;50.48;50.92;8611000;0.0;0
2020-05-14;50.43;52.15;49.79;52.1;13695600;0.0;0
2020-05-15;50.56;51.05;49.38;49.8;17777200;0.0;0
2020-05-18;50.94;52.19;50.77;51.87;12731100;0.0;0
2020-05-19;51.35;51.46;50.8;50.81;12940300;0.0;0
2020-05-20;51.58;52.09;50.5;51.84;8406200;0.0;0
2020-05-21;52.1;52.21;50.69;50.75;7842600;0.0;0
2020-05-22;50.84;50.86;49.61;49.8;12462300;0.0;0
2020-05-26;51.3;51.4;50.79;50.82;8872000;0.0;0
2020-05-27;51.03;51.74;50.75;51.74;11405700;0.0;0
2020-05-28;51.46;51.62;50.1;50.28;8178700;0.0;0
2020-05-29;50.34;50.73;49.86;50.33;10919200;0.0;0
2020-06-01;50.91;51.28;50.54;51.03;6187300;0.0;0
2020-06-02;51.45;52.04;51.29;52.01;6063600;0.0;0
2020-06-03;52.64;53.25;52.42;53.06;8380200;0.0;0
2020-06-04;53.06;54.37;53.03;54.28;13269500;0.0;0
2020-06-05;55.5;56.34;55.06;55.2;9774200;0.0;0
