Date;Open;High;Low;Close;Volume;Dividends;Stock Splits
2020-05-06;92.16;92.76;89.93;90.27;20978000;0.0;0
2020-05-07;91.34;92.91;90.58;91.21;16771900;0.0;0
2020-05-08;92.8;94.08;92.11;92.7;20494900;0.0;0
2020-05-11;91.11;91.11;89.33;89.97;31872000;0.0;0
2020-05-12;90.15;90.79;86.9;87.03;27962900;0.0;0
2020-05-13;86.38;86.86;83.4;84.03;35451600;0.0;0
2020-05-14;82.72;88.11;82.4;87.52;35152500;0.0;0
2020-05-15;86.85;87.28;85.3;85.9;26099000;0.0;0
2020-05-18;88.69;91.15;87.88;90.45;30528700;0.0;0
2020-05-19;90.05;91.2;88.59;88.67;19597300;0.0;0
2020-05-20;90.71;92.39;90.37;91.33;20552400;0.0;0
2020-05-21;90.27;91.76;89.67;90.17;14621400;0.0;0
2020-05-22;90.01;90.36;88.72;89.47;13557900;0.0;0
2020-05-26;92.89;97.5;92.61;95.82;41233900;0.0;0
2020-05-27;102.07;102.58;98.8;101.37;39402000;0.0;0
2020-05-28;102.94;102.95;99.4;99.86;24713900;0.0;0
2020-05-29;98.66;99.18;96.78;97.31;26538200;0.0;0
2020-06-01;97.75;99.51;97.38;98.6;15176800;0.0;0
2020-06-02;100.28;100.42;97.93;98.93;21195000;0.0;0
2020-06-03;101.58;104.92;101.06;104.27;25941100;0.0;0
2020-06-04;103.82;106.61;102.79;106.44;26784700;0.0;0
2020-06-05;114.93;115.77;109.53;111.23;42222700;0.0;0
2020-06-08;113.41;114.19;111.94;113.45;22816894;0.0;0
